c,i0,p2h,gate,unt,arr_d,flujo04,untreated,treated,adult,child,mape_t5,mape_f8,max_err
3.000,4200,0.0085,0.005923,0.008677,271.82,6035.0,52.0,15.0,33.0,2.0,3.049,20.495,20.495
3.000,4200,0.0090,0.005661,0.008290,284.36,6337.9,51.0,16.0,33.0,2.0,1.869,26.586,26.586
3.000,4200,0.0095,0.005424,0.007942,296.82,6635.3,50.0,16.0,34.0,2.0,2.624,32.575,32.575
3.000,4200,0.0100,0.005211,0.007628,308.95,6927.5,51.0,16.0,34.0,2.0,2.139,38.464,38.464
3.000,4200,0.0110,0.004841,0.007085,332.55,7496.1,52.0,16.0,33.0,2.0,1.791,49.942,49.942
3.000,4200,0.0120,0.004533,0.006631,355.18,8044.2,53.0,15.0,33.0,2.0,3.534,61.032,61.032
3.000,4200,0.0130,0.004271,0.006246,376.91,8572.4,50.0,15.0,33.0,2.0,3.611,71.743,71.743
3.000,4200,0.0140,0.004047,0.005917,397.86,9081.0,51.0,15.0,32.0,2.0,3.877,82.084,82.084
3.000,4200,0.0150,0.003852,0.005631,417.95,9570.6,51.0,14.0,32.0,2.0,5.449,92.064,92.064
3.000,4500,0.0070,0.006629,0.009718,242.82,5347.2,51.0,16.0,32.0,2.0,2.619,6.799,6.799
3.000,4500,0.0080,0.005949,0.008715,270.64,6013.0,50.0,16.0,34.0,2.0,2.624,19.854,19.854
3.000,4500,0.0085,0.005666,0.008299,284.14,6337.3,52.0,16.0,33.0,2.0,1.791,26.357,26.357
3.000,4500,0.0090,0.005414,0.007927,297.36,6656.0,53.0,16.0,33.0,2.0,2.276,32.752,32.752
3.000,4500,0.0095,0.005187,0.007592,310.41,6969.1,52.0,14.0,32.0,2.0,5.372,39.041,39.041
3.000,4500,0.0100,0.004982,0.007292,323.14,7276.6,51.0,15.0,34.0,2.0,3.397,45.224,45.224
3.000,4500,0.0110,0.004627,0.006769,347.95,7875.5,53.0,16.0,33.0,2.0,2.276,57.282,57.282
3.000,4500,0.0120,0.004330,0.006333,371.82,8453.1,51.0,15.0,32.0,2.0,3.877,68.934,68.934
3.000,4500,0.0130,0.004079,0.005965,394.68,9009.9,53.0,14.0,30.0,2.0,7.357,80.192,80.192
3.000,4500,0.0140,0.003863,0.005648,416.73,9546.4,52.0,15.0,32.0,1.0,15.704,91.064,91.064
3.000,4500,0.0150,0.003677,0.005374,437.91,10063.1,52.0,15.0,33.0,2.0,3.049,101.561,101.561
3.200,2800,0.0070,0.008081,0.011864,199.23,4248.5,52.0,15.0,33.0,2.0,3.049,15.613,15.613
3.200,2800,0.0080,0.007270,0.010665,221.45,4773.2,52.0,15.0,33.0,2.0,3.049,10.608,10.608
3.200,2800,0.0085,0.006933,0.010166,232.23,5028.3,52.0,15.0,34.0,2.0,3.319,10.200,10.200
3.200,2800,0.0090,0.006630,0.009720,242.77,5278.7,51.0,15.0,33.0,2.0,3.127,10.416,10.416
3.200,2800,0.0095,0.006358,0.009318,253.23,5524.5,51.0,15.0,33.0,2.0,3.127,12.173,12.173
3.200,2800,0.0100,0.006114,0.008959,263.36,5765.7,51.0,14.0,33.0,2.0,4.699,15.413,15.413
3.200,2800,0.0110,0.005687,0.008329,283.05,6234.4,52.0,15.0,33.0,2.0,3.049,24.388,24.388
3.200,2800,0.0120,0.005331,0.007805,302.05,6685.4,52.0,14.0,33.0,2.0,4.622,33.543,33.543
3.200,2800,0.0130,0.005028,0.007359,320.18,7119.0,52.0,14.0,33.0,2.0,4.622,42.378,42.378
3.200,2800,0.0140,0.004769,0.006978,337.59,7535.8,53.0,13.0,31.0,2.0,8.179,50.899,50.899
3.200,2800,0.0150,0.004544,0.006647,354.32,7936.1,52.0,14.0,32.0,2.0,5.372,59.115,59.115
3.200,3000,0.0070,0.007725,0.011337,208.41,4468.3,51.0,15.0,33.0,2.0,3.127,11.915,11.915
3.200,3000,0.0080,0.006945,0.010184,231.82,5021.1,52.0,15.0,33.0,2.0,3.049,8.959,8.959
3.200,3000,0.0085,0.006621,0.009705,243.18,5290.1,50.0,15.0,33.0,2.0,3.611,9.159,9.159
3.200,3000,0.0090,0.006332,0.009279,254.32,5554.1,50.0,14.0,34.0,2.0,5.454,11.780,11.780
3.200,3000,0.0095,0.006070,0.008894,265.18,5813.3,51.0,15.0,32.0,2.0,3.877,15.418,15.418
3.200,3000,0.0100,0.005835,0.008547,275.91,6067.7,52.0,15.0,33.0,2.0,3.049,20.532,20.532
3.200,3000,0.0110,0.005426,0.007944,296.73,6562.3,52.0,14.0,32.0,2.0,5.372,30.497,30.497
3.200,3000,0.0120,0.005084,0.007441,316.64,7038.5,51.0,14.0,33.0,2.0,4.699,40.119,40.119
3.200,3000,0.0130,0.004794,0.007014,335.86,7496.6,54.0,14.0,31.0,2.0,7.092,49.407,49.407
3.200,3000,0.0140,0.004545,0.006648,354.27,7937.1,53.0,14.0,32.0,2.0,5.857,58.369,58.369
3.200,3000,0.0150,0.004330,0.006332,371.86,8360.4,51.0,13.0,33.0,2.0,6.271,67.012,67.012
3.200,3200,0.0070,0.007412,0.010874,217.18,4680.9,51.0,16.0,33.0,2.0,1.869,9.029,9.029
3.200,3200,0.0080,0.006659,0.009762,241.77,5261.0,51.0,15.0,33.0,2.0,3.127,7.759,7.759
3.200,3200,0.0085,0.006347,0.009301,253.68,5543.4,49.0,15.0,35.0,2.0,5.117,10.937,10.937
3.200,3200,0.0090,0.006067,0.008889,265.36,5820.6,51.0,15.0,33.0,2.0,3.127,15.201,15.201
3.200,3200,0.0095,0.005817,0.008521,276.77,6092.8,52.0,15.0,33.0,2.0,3.049,20.646,20.646
3.200,3200,0.0100,0.005588,0.008183,288.09,6360.1,52.0,16.0,34.0,2.0,2.061,25.998,25.998
3.200,3200,0.0110,0.005196,0.007606,309.82,6879.9,51.0,15.0,33.0,2.0,3.127,36.430,36.430
3.200,3200,0.0120,0.004866,0.007121,330.82,7380.5,51.0,14.0,32.0,2.0,5.449,46.506,46.506
3.200,3200,0.0130,0.004587,0.006710,351.00,7862.4,53.0,14.0,32.0,2.0,5.857,56.235,56.235
3.200,3200,0.0140,0.004347,0.006358,370.36,8326.0,52.0,13.0,32.0,2.0,6.944,65.624,65.624
3.200,3200,0.0150,0.004140,0.006054,388.82,8771.8,52.0,14.0,32.0,2.0,5.372,74.683,74.683
3.200,3400,0.0070,0.007131,0.010459,225.77,4886.7,52.0,15.0,32.0,2.0,3.800,7.013,7.013
3.200,3400,0.0080,0.006404,0.009386,251.41,5493.4,50.0,15.0,34.0,2.0,3.882,9.667,9.667
3.200,3400,0.0085,0.006103,0.008942,263.82,5788.7,51.0,15.0,33.0,2.0,3.127,14.271,14.271
3.200,3400,0.0090,0.005832,0.008543,276.00,6078.8,51.0,15.0,33.0,2.0,3.127,20.048,20.048
3.200,3400,0.0095,0.005589,0.008185,288.05,6363.7,53.0,15.0,33.0,2.0,3.534,25.729,25.729
3.200,3400,0.0100,0.005370,0.007862,299.82,6643.4,53.0,15.0,33.0,2.0,3.534,31.313,31.313
3.200,3400,0.0110,0.004991,0.007304,322.55,7187.7,52.0,14.0,32.0,2.0,5.372,42.200,42.200
3.200,3400,0.0120,0.004672,0.006836,344.55,7712.1,52.0,14.0,33.0,2.0,4.622,52.717,52.717
3.200,3400,0.0130,0.004403,0.006441,365.68,8217.1,53.0,13.0,32.0,1.0,19.334,62.875,62.875
3.200,3400,0.0140,0.004172,0.006102,385.91,8703.3,51.0,14.0,32.0,2.0,5.449,72.682,72.682
3.200,3400,0.0150,0.003973,0.005808,405.23,9170.9,50.0,14.0,32.0,2.0,5.934,82.146,82.146
3.200,3600,0.0070,0.006879,0.010087,234.00,5086.2,50.0,15.0,34.0,2.0,3.882,5.499,5.499
3.200,3600,0.0080,0.006176,0.009050,260.68,5718.6,51.0,16.0,32.0,2.0,2.619,12.647,12.647
3.200,3600,0.0085,0.005883,0.008617,273.64,6026.6,51.0,15.0,33.0,2.0,3.127,18.758,18.758
3.200,3600,0.0090,0.005621,0.008232,286.36,6329.1,51.0,15.0,33.0,2.0,3.127,24.768,24.768
3.200,3600,0.0095,0.005387,0.007887,298.86,6626.3,51.0,15.0,34.0,2.0,3.397,30.678,30.678
3.200,3600,0.0100,0.005175,0.007575,311.14,6918.1,52.0,15.0,32.0,2.0,3.800,36.488,36.488
3.200,3600,0.0110,0.004807,0.007033,334.95,7486.2,51.0,15.0,33.0,2.0,3.127,47.818,47.818
3.200,3600,0.0120,0.004499,0.006582,357.82,8033.8,53.0,14.0,31.0,2.0,6.607,58.766,58.766
3.200,3600,0.0130,0.004239,0.006199,379.82,8561.4,51.0,13.0,32.0,2.0,7.022,69.342,69.342
3.200,3600,0.0140,0.004015,0.005871,400.95,9069.5,53.0,15.0,31.0,2.0,5.035,79.556,79.556
3.200,3600,0.0150,0.003822,0.005587,421.18,9558.5,52.0,14.0,31.0,2.0,6.122,89.415,89.415
3.200,3800,0.0070,0.006653,0.009753,242.00,5279.7,51.0,15.0,33.0,2.0,3.127,5.906,5.906
3.200,3800,0.0080,0.005969,0.008744,269.73,5937.2,51.0,16.0,34.0,2.0,2.139,16.790,16.790
3.200,3800,0.0085,0.005685,0.008327,283.18,6257.4,51.0,15.0,34.0,2.0,3.397,23.132,23.132
3.200,3800,0.0090,0.005432,0.007953,296.41,6572.0,51.0,16.0,33.0,2.0,1.869,29.368,29.368
3.200,3800,0.0095,0.005204,0.007618,309.36,6881.2,51.0,15.0,33.0,2.0,3.127,35.502,35.502
3.200,3800,0.0100,0.004999,0.007316,322.09,7184.8,52.0,15.0,33.0,2.0,3.049,41.533,41.533
3.200,3800,0.0110,0.004642,0.006791,346.86,7776.1,53.0,14.0,31.0,2.0,6.607,53.295,53.295
3.200,3800,0.0120,0.004343,0.006353,370.64,8346.2,53.0,14.0,32.0,2.0,5.857,64.663,64.663
3.200,3800,0.0130,0.004091,0.005982,393.55,8895.8,52.0,14.0,32.0,2.0,5.372,75.647,75.647
3.200,3800,0.0140,0.003875,0.005665,415.55,9425.2,52.0,14.0,31.0,2.0,6.122,86.258,86.258
3.200,3800,0.0150,0.003687,0.005389,436.68,9935.1,50.0,15.0,33.0,2.0,3.611,96.503,96.503
3.200,4000,0.0070,0.006447,0.009449,249.73,5467.6,52.0,16.0,33.0,2.0,1.791,7.842,7.842
3.200,4000,0.0080,0.005783,0.008470,278.41,6149.4,51.0,15.0,34.0,2.0,3.397,20.833,20.833
3.200,4000,0.0085,0.005508,0.008065,292.32,6481.5,52.0,15.0,33.0,2.0,3.049,27.399,27.399
3.200,4000,0.0090,0.005261,0.007701,306.05,6808.0,52.0,15.0,33.0,2.0,3.049,33.857,33.857
3.200,4000,0.0095,0.005039,0.007375,319.50,7128.7,52.0,15.0,33.0,2.0,3.049,40.209,40.209
3.200,4000,0.0100,0.004839,0.007081,332.73,7443.9,52.0,15.0,31.0,2.0,4.550,46.455,46.455
3.200,4000,0.0110,0.004493,0.006572,358.32,8057.7,52.0,15.0,32.0,2.0,3.800,58.639,58.639
3.200,4000,0.0120,0.004203,0.006146,383.09,8649.8,53.0,14.0,31.0,2.0,6.607,70.418,70.418
3.200,4000,0.0130,0.003958,0.005786,406.77,9220.8,52.0,14.0,31.0,2.0,6.122,81.801,81.801
3.200,4000,0.0140,0.003747,0.005477,429.68,9771.1,51.0,15.0,32.0,2.0,3.877,92.800,92.800
3.200,4000,0.0150,0.003565,0.005210,451.64,10301.3,51.0,14.0,32.0,2.0,5.449,103.422,103.422
3.200,4200,0.0070,0.006259,0.009172,257.23,5650.2,51.0,15.0,33.0,2.0,3.127,10.873,10.873
3.200,4200,0.0080,0.005612,0.008219,286.86,6355.6,50.0,16.0,35.0,2.0,3.374,24.781,24.781
3.200,4200,0.0085,0.005343,0.007823,301.32,6699.4,52.0,15.0,33.0,2.0,3.049,31.566,31.566
3.200,4200,0.0090,0.005103,0.007469,315.50,7037.3,53.0,15.0,32.0,2.0,4.284,38.241,38.241
3.200,4200,0.0095,0.004888,0.007153,329.36,7369.4,51.0,15.0,33.0,2.0,3.127,44.806,44.806
3.200,4200,0.0100,0.004693,0.006867,343.00,7695.8,53.0,14.0,32.0,2.0,5.857,51.263,51.263
3.200,4200,0.0110,0.004356,0.006371,369.59,8331.5,52.0,14.0,31.0,2.0,6.122,63.859,63.859
3.200,4200,0.0120,0.004074,0.005957,395.18,8945.1,52.0,14.0,32.0,2.0,5.372,76.039,76.039
3.200,4200,0.0130,0.003836,0.005608,419.73,9536.9,52.0,15.0,31.0,2.0,4.550,87.813,87.813
3.200,4200,0.0140,0.003631,0.005307,443.41,10107.6,51.0,15.0,32.0,2.0,3.877,99.191,99.191
3.200,4200,0.0150,0.003454,0.005047,466.14,10657.6,50.0,15.0,33.0,2.0,3.611,110.182,110.182
3.200,4500,0.0070,0.006007,0.008801,267.95,5914.6,52.0,16.0,33.0,2.0,1.791,15.976,15.976
3.200,4500,0.0080,0.005383,0.007881,299.09,6654.4,51.0,16.0,34.0,2.0,2.139,30.537,30.537
3.200,4500,0.0085,0.005124,0.007500,314.18,7015.1,52.0,14.0,32.0,2.0,5.372,37.643,37.643
3.200,4500,0.0090,0.004894,0.007161,329.00,7369.6,52.0,15.0,33.0,2.0,3.049,44.633,44.633
3.200,4500,0.0095,0.004685,0.006855,343.59,7718.2,52.0,15.0,33.0,2.0,3.049,51.510,51.510
3.200,4500,0.0100,0.004498,0.006580,357.91,8060.8,51.0,15.0,32.0,2.0,3.877,58.275,58.275
3.200,4500,0.0110,0.004173,0.006103,385.77,8728.5,54.0,14.0,31.0,2.0,7.092,71.473,71.473
3.200,4500,0.0120,0.003902,0.005705,412.55,9373.2,49.0,16.0,33.0,2.0,2.838,84.239,84.239
3.200,4500,0.0130,0.003672,0.005368,438.41,9995.5,52.0,15.0,32.0,2.0,3.800,96.582,96.582
3.200,4500,0.0140,0.003476,0.005079,463.23,10595.8,51.0,14.0,33.0,2.0,4.699,108.514,108.514
3.200,4500,0.0150,0.003305,0.004829,487.09,11174.6,51.0,15.0,32.0,2.0,3.877,120.044,120.044
3.400,2800,0.0070,0.007254,0.010640,222.00,4758.6,52.0,15.0,32.0,2.0,3.800,10.653,10.653
3.400,2800,0.0080,0.006513,0.009547,247.18,5349.0,50.0,16.0,33.0,2.0,2.354,10.859,10.859
3.400,2800,0.0085,0.006208,0.009096,259.41,5636.4,51.0,15.0,34.0,2.0,3.397,12.633,12.633
3.400,2800,0.0090,0.005933,0.008691,271.36,5918.6,53.0,14.0,32.0,2.0,5.857,15.628,15.628
3.400,2800,0.0095,0.005686,0.008328,283.14,6195.8,52.0,14.0,33.0,2.0,4.622,21.102,21.102
3.400,2800,0.0100,0.005464,0.008000,294.68,6467.9,54.0,14.0,32.0,2.0,6.341,26.485,26.485
3.400,2800,0.0110,0.005077,0.007431,317.09,6997.2,52.0,14.0,32.0,2.0,5.372,36.980,36.980
3.400,2800,0.0120,0.004753,0.006955,338.64,7507.2,51.0,14.0,33.0,2.0,4.699,47.120,47.120
3.400,2800,0.0130,0.004480,0.006553,359.41,7998.1,53.0,13.0,31.0,2.0,8.179,56.914,56.914
3.400,2800,0.0140,0.004245,0.006208,379.27,8470.5,52.0,13.0,32.0,2.0,6.944,66.370,66.370
3.400,2800,0.0150,0.004042,0.005910,398.32,8924.8,51.0,14.0,32.0,2.0,5.449,75.498,75.498
3.400,3000,0.0070,0.006948,0.010188,231.68,4991.0,51.0,15.0,34.0,2.0,3.397,8.990,8.990
3.400,3000,0.0080,0.006237,0.009140,258.14,5611.5,51.0,15.0,33.0,2.0,3.127,11.015,11.015
3.400,3000,0.0085,0.005942,0.008705,270.95,5913.6,50.0,15.0,33.0,2.0,3.611,15.158,15.158
3.400,3000,0.0090,0.005678,0.008316,283.55,6210.4,51.0,15.0,34.0,2.0,3.397,20.990,20.990
3.400,3000,0.0095,0.005441,0.007967,295.91,6501.9,54.0,14.0,32.0,2.0,6.341,26.726,26.726
3.400,3000,0.0100,0.005226,0.007650,308.09,6788.2,52.0,14.0,32.0,2.0,5.372,32.366,32.366
3.400,3000,0.0110,0.004854,0.007103,331.64,7345.3,53.0,13.0,31.0,2.0,8.179,43.364,43.364
3.400,3000,0.0120,0.004544,0.006647,354.27,7882.3,52.0,14.0,33.0,2.0,4.622,53.993,53.993
3.400,3000,0.0130,0.004281,0.006261,376.09,8399.5,54.0,13.0,30.0,2.0,9.414,64.263,64.263
3.400,3000,0.0140,0.004055,0.005929,397.05,8897.5,50.0,14.0,33.0,2.0,5.184,74.182,74.182
3.400,3000,0.0150,0.003860,0.005643,417.14,9376.8,51.0,14.0,32.0,2.0,5.449,83.758,83.758
3.400,3200,0.0070,0.006680,0.009794,241.00,5214.9,50.0,16.0,34.0,2.0,2.624,7.431,7.431
3.400,3200,0.0080,0.005994,0.008782,268.64,5864.4,51.0,14.0,34.0,2.0,4.969,13.907,13.907
3.400,3200,0.0085,0.005708,0.008360,282.05,6180.7,52.0,14.0,33.0,2.0,4.622,20.097,20.097
3.400,3200,0.0090,0.005453,0.007985,295.23,6491.5,54.0,14.0,33.0,2.0,5.591,26.186,26.186
3.400,3200,0.0095,0.005224,0.007648,308.18,6796.9,51.0,14.0,32.0,2.0,5.449,32.174,32.174
3.400,3200,0.0100,0.005018,0.007344,320.86,7096.9,52.0,14.0,33.0,2.0,4.622,38.063,38.063
3.400,3200,0.0110,0.004660,0.006818,345.50,7680.9,52.0,13.0,32.0,2.0,6.944,49.549,49.549
3.400,3200,0.0120,0.004359,0.006375,369.36,8244.0,51.0,15.0,33.0,2.0,3.127,60.653,60.653
3.400,3200,0.0130,0.004106,0.006004,392.14,8786.8,51.0,14.0,31.0,2.0,6.200,71.385,71.385
3.400,3200,0.0140,0.003888,0.005684,414.09,9309.6,51.0,14.0,31.0,2.0,6.200,81.753,81.753
3.400,3200,0.0150,0.003699,0.005407,435.23,9813.0,52.0,14.0,32.0,2.0,5.372,91.766,91.766
3.400,3400,0.0070,0.006440,0.009439,250.00,5430.8,50.0,15.0,34.0,2.0,3.882,7.411,7.411
3.400,3400,0.0080,0.005775,0.008459,278.77,6108.3,51.0,15.0,33.0,2.0,3.127,18.447,18.447
3.400,3400,0.0085,0.005499,0.008052,292.77,6438.4,52.0,14.0,33.0,2.0,4.622,24.889,24.889
3.400,3400,0.0090,0.005253,0.007690,306.50,6762.8,51.0,15.0,33.0,2.0,3.127,31.227,31.227
3.400,3400,0.0095,0.005031,0.007364,319.95,7081.6,51.0,14.0,33.0,2.0,4.699,37.461,37.461
3.400,3400,0.0100,0.004832,0.007071,333.23,7394.8,52.0,14.0,33.0,2.0,4.622,43.592,43.592
3.400,3400,0.0110,0.004485,0.006561,358.95,8004.8,50.0,14.0,33.0,2.0,5.184,55.552,55.552
3.400,3400,0.0120,0.004195,0.006135,383.77,8593.3,51.0,14.0,33.0,2.0,4.699,67.118,67.118
3.400,3400,0.0130,0.003950,0.005774,407.64,9160.8,53.0,14.0,32.0,2.0,5.857,78.298,78.298
3.400,3400,0.0140,0.003739,0.005466,430.50,9707.8,50.0,15.0,33.0,2.0,3.611,89.102,89.102
3.400,3400,0.0150,0.003557,0.005199,452.59,10234.6,50.0,15.0,33.0,2.0,3.611,99.539,99.539
3.400,3600,0.0070,0.006226,0.009123,258.64,5639.3,51.0,15.0,34.0,2.0,3.397,9.343,9.343
3.400,3600,0.0080,0.005581,0.008172,288.50,6343.9,53.0,14.0,32.0,2.0,5.857,22.858,22.858
3.400,3600,0.0085,0.005313,0.007778,303.05,6687.3,52.0,14.0,32.0,2.0,5.372,29.546,29.546
3.400,3600,0.0090,0.005074,0.007427,317.27,7024.8,53.0,14.0,32.0,2.0,5.857,36.126,36.126
3.400,3600,0.0095,0.004859,0.007110,331.36,7356.6,53.0,14.0,31.0,2.0,6.607,42.598,42.598
3.400,3600,0.0100,0.004665,0.006825,345.14,7682.7,52.0,15.0,32.0,2.0,3.800,48.965,48.965
3.400,3600,0.0110,0.004329,0.006331,371.91,8317.9,51.0,14.0,33.0,2.0,4.699,61.387,61.387
3.400,3600,0.0120,0.004048,0.005919,397.64,8931.0,52.0,14.0,31.0,2.0,6.122,73.401,73.401
3.400,3600,0.0130,0.003810,0.005569,422.55,9522.4,50.0,14.0,31.0,2.0,6.684,85.017,85.017
3.400,3600,0.0140,0.003607,0.005271,446.36,10092.7,52.0,14.0,31.0,2.0,6.122,96.245,96.245
3.400,3600,0.0150,0.003430,0.005012,469.41,10642.4,51.0,14.0,32.0,2.0,5.449,107.095,107.095
3.400,3800,0.0070,0.006032,0.008837,266.91,5840.9,52.0,15.0,34.0,2.0,3.319,12.957,12.957
3.400,3800,0.0080,0.005404,0.007912,297.91,6571.7,50.0,15.0,34.0,2.0,3.882,27.151,27.151
3.400,3800,0.0085,0.005145,0.007530,312.95,6928.0,52.0,14.0,33.0,2.0,4.622,34.077,34.077
3.400,3800,0.0090,0.004912,0.007188,327.77,7278.3,51.0,14.0,33.0,2.0,4.699,40.892,40.892
3.400,3800,0.0095,0.004703,0.006881,342.32,7622.6,52.0,14.0,32.0,2.0,5.372,47.597,47.597
3.400,3800,0.0100,0.004514,0.006604,356.59,7961.1,53.0,15.0,31.0,2.0,5.035,54.193,54.193
3.400,3800,0.0110,0.004189,0.006125,384.36,8620.7,53.0,13.0,31.0,2.0,8.179,67.064,67.064
3.400,3800,0.0120,0.003916,0.005725,411.14,9257.7,50.0,14.0,32.0,2.0,5.934,79.515,79.515
3.400,3800,0.0130,0.003685,0.005386,436.91,9872.4,51.0,14.0,32.0,2.0,5.449,91.557,91.557
3.400,3800,0.0140,0.003487,0.005096,461.73,10465.4,52.0,14.0,32.0,2.0,5.372,103.198,103.198
3.400,3800,0.0150,0.003315,0.004844,485.64,11037.2,51.0,14.0,32.0,2.0,5.449,114.450,114.450
3.400,4000,0.0070,0.005856,0.008577,274.95,6035.9,51.0,15.0,34.0,2.0,3.397,16.663,16.663
3.400,4000,0.0080,0.005244,0.007677,306.95,6792.2,51.0,13.0,33.0,2.0,6.271,31.331,31.331
3.400,4000,0.0085,0.004992,0.007305,322.50,7160.9,53.0,14.0,32.0,2.0,5.857,38.491,38.491
3.400,4000,0.0090,0.004765,0.006973,337.86,7523.6,53.0,14.0,32.0,2.0,5.857,45.535,45.535
3.400,4000,0.0095,0.004562,0.006674,352.91,7880.1,52.0,14.0,33.0,2.0,4.622,52.467,52.467
3.400,4000,0.0100,0.004379,0.006405,367.59,8230.7,51.0,14.0,33.0,2.0,4.699,59.286,59.286
3.400,4000,0.0110,0.004061,0.005939,396.36,8914.0,52.0,13.0,31.0,2.0,7.694,72.595,72.595
3.400,4000,0.0120,0.003796,0.005549,424.14,9574.1,51.0,14.0,32.0,2.0,5.449,85.472,85.472
3.400,4000,0.0130,0.003571,0.005219,450.82,10211.4,51.0,13.0,31.0,2.0,7.772,97.928,97.928
3.400,4000,0.0140,0.003379,0.004937,476.50,10826.5,52.0,14.0,32.0,2.0,5.372,109.973,109.973
3.400,4000,0.0150,0.003212,0.004693,501.23,11419.8,49.0,15.0,34.0,2.0,4.366,121.617,121.617
3.400,4200,0.0070,0.005695,0.008340,282.73,6224.9,52.0,15.0,33.0,2.0,3.049,20.277,20.277
3.400,4200,0.0080,0.005099,0.007463,315.77,7005.7,54.0,14.0,31.0,2.0,7.092,35.408,35.408
3.400,4200,0.0085,0.004852,0.007100,331.82,7386.6,52.0,15.0,33.0,2.0,3.049,42.795,42.795
3.400,4200,0.0090,0.004632,0.006777,347.55,7761.2,53.0,14.0,32.0,1.0,17.761,50.063,50.063
3.400,4200,0.0095,0.004434,0.006486,363.09,8129.6,52.0,14.0,32.0,2.0,5.372,57.216,57.216
3.400,4200,0.0100,0.004256,0.006224,378.32,8491.9,52.0,14.0,33.0,2.0,4.622,64.253,64.253
3.400,4200,0.0110,0.003946,0.005769,408.00,9198.3,52.0,14.0,32.0,1.0,17.277,77.989,77.989
3.400,4200,0.0120,0.003687,0.005389,436.59,9880.8,50.0,15.0,33.0,2.0,3.611,91.282,91.282
3.400,4200,0.0130,0.003468,0.005068,464.27,10540.1,53.0,14.0,31.0,2.0,6.607,104.143,104.143
3.400,4200,0.0140,0.003280,0.004793,490.82,11176.6,51.0,15.0,32.0,2.0,3.877,116.582,116.582
3.400,4200,0.0150,0.003118,0.004555,516.36,11790.9,51.0,14.0,32.0,2.0,5.449,128.608,128.608
3.400,4500,0.0070,0.005479,0.008022,293.86,6497.6,52.0,16.0,33.0,2.0,1.791,25.536,25.536
3.400,4500,0.0080,0.004904,0.007176,328.32,7314.1,53.0,15.0,32.0,2.0,4.284,41.342,41.342
3.400,4500,0.0085,0.004666,0.006827,345.09,7712.5,53.0,15.0,33.0,2.0,3.534,49.059,49.059
3.400,4500,0.0090,0.004453,0.006513,361.59,8104.4,51.0,14.0,32.0,1.0,17.354,56.654,56.654
3.400,4500,0.0095,0.004262,0.006233,377.77,8490.0,52.0,15.0,32.0,2.0,3.800,64.128,64.128
3.400,4500,0.0100,0.004089,0.005979,393.77,8869.2,51.0,14.0,32.0,2.0,5.449,71.484,71.484
3.400,4500,0.0110,0.003790,0.005541,424.73,9608.8,49.0,15.0,33.0,2.0,4.096,85.842,85.842
3.400,4500,0.0120,0.003541,0.005175,454.68,10324.0,51.0,15.0,32.0,2.0,3.877,99.741,99.741
3.400,4500,0.0130,0.003329,0.004864,483.59,11015.1,51.0,14.0,33.0,2.0,4.699,113.192,113.192
3.400,4500,0.0140,0.003148,0.004599,511.36,11682.7,49.0,15.0,33.0,2.0,4.096,126.204,126.204
3.400,4500,0.0150,0.002992,0.004369,538.18,12327.3,51.0,15.0,33.0,2.0,3.127,138.789,138.789
